latitude,longitude,free_bikes
43.6954486,-79.4026176,0
43.6850809,-79.3149901,4
43.6800218,-79.3405681,5
43.7842419,-79.1849889,3
43.6451308,-79.36536439999999,13
43.6482995,-79.3552533,8
43.65637299999999,-79.38781039999999,11
43.657838,-79.38631,2
43.778015,-79.131911,3
43.672079,-79.470171,9
43.690237,-79.350119,1
43.70942,-79.39139,3
43.671389,-79.382919,0
43.671561,-79.38117,5
43.693256,-79.383238,0
43.65412449999999,-79.4636388,3
43.680207,-79.339243,6
43.6589882,-79.438715,1
43.6741219,-79.4352208,6
43.6469928,-79.3706665,15
43.683884,-79.36647,22
43.6578449,-79.3899265,3
43.6477785,-79.3847928,19
43.6856128,-79.31168269999999,1
43.681944,-79.390556,1
43.64534,-79.409597,11
43.6393107,-79.4408141,17
43.68306889999999,-79.279682,1
43.6626628,-79.3323698,12
43.681114,-79.3373885,1
43.638925,-79.4168659,14
43.676216,-79.309395,10
43.656633,-79.379625,26
43.686962,-79.286864,5
43.718039,-79.371914,5
43.672152,-79.39018,0
43.673019,-79.467994,13
43.72268,-79.37644,5
43.6504218,-79.4407647,1
43.68850459999999,-79.3940052,0
43.641705,-79.393295,29
43.647663,-79.487583,3
43.720998,-79.377456,0
43.72814640000001,-79.4032194,10
43.652327224103,-79.3882538196087,11
43.6438602,-79.4227573,5
43.64920406876699,-79.49336334201408,16
43.6503935,-79.3860211,25
43.6399714,-79.39940399999999,11
43.68827060022711,-79.43937767081853,1
43.6614605,-79.37894570000002,6
43.69413548199171,-79.30058718775287,1
43.7254665,-79.40115449999999,0
43.7083577,-79.39886200000001,23
43.63840090000001,-79.4197107,8
43.7027268,-79.33368089999999,9
43.70567,-79.310554,3
43.635,-79.4088888888889,13
43.656784782853144,-79.35627385059036,11
43.732016,-79.403637,4
43.67468857448634,-79.36701962396272,2
43.727365488246306,-79.3814254607724,7
43.6846177,-79.39245919999999,1
43.77345,-79.5002,10
43.686442,-79.313404,1
43.66402799999999,-79.40297869999999,0
43.65049,-79.3873,19
43.64134790000001,-79.4013882,22
43.64215,-79.377,21
43.6392777,-79.4115736,10
43.645102,-79.39744979999999,18
43.6602021,-79.4342726,2
43.644887,-79.45641169999999,10
43.680012,-79.34403250000001,9
43.637381,-79.406112,12
43.63811,-79.397877,15
43.64957,-79.432446,6
43.6700692,-79.2971326,8
43.6559476,-79.37558829999999,5
43.6677628,-79.30811709999999,18
43.6750806,-79.3068697,3
43.6754247,-79.4547813,0
43.6409957,-79.40966630000001,18
43.6593483,-79.34993659999999,8
43.67168,-79.421192,0
43.652634,-79.374222,9
43.6613642,-79.3641171,10
43.6808774,-79.3304491,5
43.6623658,-79.3413344,12
43.6791345,-79.3263159,9
43.6478206,-79.3704721,13
43.635495,-79.40352209999999,15
43.6868681,-79.3110942,4
43.678177,-79.435364,1
43.6962302,-79.39504339999999,1
43.667076,-79.425116,1
43.68005,-79.43469,1
43.675648,-79.4527619,2
43.6677246,-79.4041365,3
43.648437,-79.39838,3
43.6673,-79.374,15
43.6517925,-79.38269509999999,21
43.6372958,-79.4423237,18
43.6554793,-79.4302462,2
43.686352,-79.415894,0
43.6442457,-79.41610440000001,21
43.7741,-79.5005,3
43.683979,-79.410657,3
43.6472019,-79.3953394,7
43.6513927,-79.35794659999999,11
43.6647688,-79.3772602,10
43.6506,-79.381285,1
43.6408346,-79.3429074,12
43.6585504,-79.4497659,1
43.6484201,-79.40051919999999,13
43.693187,-79.314283,9
43.6425791,-79.40011729999999,9
43.6469251,-79.3733192,13
43.6463574,-79.391206,8
43.6682342,-79.3702641,6
43.6791876,-79.39071899999999,0
43.674446,-79.398331,0
43.6658804,-79.38761010000002,3
43.68035,-79.28357,2
43.6535052,-79.3667689,18
43.702418581463505,-79.2563167072858,1
43.68824135931814,-79.27046628033244,6
43.691688,-79.265027,5
43.697490048103,-79.25655146462776,11
43.69401297794256,-79.26257204548136,1
43.6929478,-79.28339980000001,9
43.6950192,-79.27180659999999,6
43.69263249999999,-79.4627536,7
43.7105975,-79.2541175,6
43.69415,-79.45782580000001,17
43.70163,-79.44099,1
43.688028,-79.460265,11
43.68323,-79.455765,7
43.69466,-79.45376999999999,0
43.6784834,-79.3513564,2
43.65016869999999,-79.4963345,6
43.6492,-79.50601999999999,9
43.6897656,-79.2939525,7
43.6357643,-79.4674917,16
43.62369169999999,-79.4838132,7
43.648657,-79.458111,2
43.671293,-79.380471,14
43.699327072589426,-79.4493630391668,3
43.63560589999999,-79.4934616,2
43.7611741,-79.5114452,11
43.7603624,-79.5162777,10
43.62313,-79.4918,2
43.772445,-79.511912,6
43.653359,-79.365023,11
43.70643614257429,-79.25104443353288,1
43.655972,-79.370638,3
43.641952,-79.380723,17
43.646552,-79.399586,6
43.6591529,-79.3947953,0
43.659055,-79.440764,1
43.669576,-79.375961,6
43.706466,-79.29511,7
43.646314469245205,-79.44879407014527,5
43.65222662225532,-79.32295440954084,10
43.66526761605873,-79.47502122887077,3
43.66554144421798,-79.41010317605742,3
43.77649016265579,-79.5085364909097,8
43.655431,-79.380653,13
43.65351799690878,-79.38591063795928,6
43.59119994025076,-79.54449133041076,7
43.6544839,-79.34105699999999,8
43.65082785552666,-79.39698099821702,11
43.673843560032594,-79.46092618902435,5
43.647508351306186,-79.38604436555764,12
43.71513211098082,-79.33413623320465,10
43.71649675774656,-79.33089439933623,4
43.715537998967406,-79.32811427663442,5
43.70400405297843,-79.34807015078738,7
43.719632535237835,-79.33199950866776,6
43.70656159598004,-79.36781965092621,10
43.70518328279426,-79.34224729962946,3
43.70088225686968,-79.38736016665911,4
43.68688938028234,-79.40099513147447,0
43.63796,-79.387502,24
43.65484215542248,-79.40351232494366,5
43.6637,-79.400053,0
43.662857,-79.44618,5
43.788319,-79.123505,16
43.643025055165865,-79.39430137761319,17
43.7482972,-79.47570569999999,8
43.63737145931921,-79.38976958703309,26
43.73673829262113,-79.48227195568086,16
43.753107,-79.479626,4
43.7494501,-79.4869662,1
43.637695491830144,-79.42023184193503,13
43.64392767366328,-79.3687301736982,22
43.650033,-79.396555,14
43.639124514797004,-79.41423166721611,7
43.640978,-79.376785,31
43.658148,-79.398167,5
43.663162,-79.309765,7
43.67883,-79.408723,4
43.640132,-79.380464,43
43.6451635,-79.3831757,10
43.64817,-79.510392,7
43.661324,-79.449534,0
43.66496415990742,-79.38355031526893,0
43.640741,-79.3798521,8
43.663102,-79.373181,6
43.6322445,-79.4108105,7
43.655103,-79.389295,8
43.6563888888889,-79.4091666666667,9
43.637894,-79.454823,12
43.6535269,-79.4650569,0
43.652686,-79.358395,13
43.666850777484896,-79.38114574756837,5
43.661152,-79.358505,7
43.659296,-79.358035,13
43.667158,-79.402761,0
43.69362206784152,-79.27710529695892,12
43.72704086366749,-79.24391402446746,4
43.63735795888104,-79.43617975886079,10
43.73596719224253,-79.21995221481933,5
43.7154661,-79.2876595,7
43.642904395956684,-79.43746059447746,10
43.70688,-79.26850999999999,9
43.697356080874876,-79.28528711019696,6
43.70960859570095,-79.39915125005619,2
43.71176278859601,-79.27028152889692,10
43.671771,-79.324961,18
43.7110442448186,-79.29127313845584,4
43.7032112,-79.2787149,7
43.7128578,-79.2487086,7
43.7323277855009,-79.22496619876934,3
43.669821695059376,-79.39444614603269,0
43.72690169821676,-79.22920396582664,14
43.67794376009951,-79.39836278587889,3
43.64309687937765,-79.42875613770637,9
43.655350778457056,-79.38345966759798,18
43.6412561641921,-79.41502994047545,13
43.6476,-79.4015,12
43.6962750705313,-79.39629396191867,1
43.70430959999999,-79.3972815,0
43.69711160305226,-79.40537298227844,0
43.68370788065334,-79.32262453633884,3
43.64299174164139,-79.42355911563249,14
43.657275497390124,-79.32661544194183,19
43.68698672516659,-79.33478198280334,1
43.65922918158098,-79.44320901022282,2
43.71161098023304,-79.28055565662231,8
43.74531103700256,-79.20970650787817,8
43.647259,-79.379878,9
43.67036917803197,-79.32782698645094,8
43.6458569,-79.3853654,14
43.6509552,-79.3707,7
43.649722,-79.416944,16
43.64570236705167,-79.41933192053696,10
43.66981064282057,-79.38801106873031,0
43.665278,-79.368333,1
43.6798678328407,-79.33424613862303,2
43.71602024377182,-79.3047092517501,4
43.71101621552703,-79.30675743891624,7
43.70751755961952,-79.30252066313936,6
43.717678679534906,-79.29961580314475,10
43.6603874468082,-79.39537831814152,0
43.6352007,-79.4187711,9
43.6333523484014,-79.41436313073005,8
43.636804,-79.408832,16
43.781877158752955,-79.41528502874928,17
43.70925763810859,-79.44169105036657,2
43.70820992643782,-79.45627808717194,10
43.70756436685646,-79.46571474966814,16
43.68402031135697,-79.45297885330353,0
43.766663817888656,-79.18521765344238,14
43.62052630763223,-79.48320224237995,10
43.59841926031898,-79.51561102394257,6
43.645389479325615,-79.5276822170925,2
43.645658591546216,-79.52339938954925,10
43.59445833196281,-79.53387390859834,9
43.62649329992186,-79.50358167641535,4
43.60191488118503,-79.49941888654288,13
43.64285244644315,-79.53199489206543,3
43.650945,-79.379498,13
43.70735572654095,-79.43723072209013,2
43.60116229109828,-79.50416046627045,11
43.650077,-79.391291,14
43.6460145694434,-79.39960497726345,9
43.688153079245126,-79.48219789940566,10
43.695498400279796,-79.48809394482672,3
43.698706949666914,-79.4756586460327,1
43.6743457123134,-79.4948437786083,9
43.668510906505354,-79.5007648392868,2
43.678276306636576,-79.50667332401198,7
43.69143920681119,-79.46908634795456,7
43.68189526215492,-79.4736382392868,6
43.7023860650084,-79.52594758324148,3
43.706191092397106,-79.53262795581969,6
43.68735514096443,-79.50623313806341,2
43.69144464414302,-79.50154583869246,12
43.70673804962302,-79.50477543802873,1
43.69074600637147,-79.47820143344333,35
43.6501644,-79.48296909999999,19
43.74386580997666,-79.49181654358595,11
43.651922,-79.465693,4
43.646251,-79.46472,10
43.650154,-79.464934,1
43.72537884183677,-79.48719674218903,8
43.755583971122874,-79.47446032684479,8
43.702340220597975,-79.50347389514123,5
43.665304278965365,-79.39938263802871,0
43.75919330632997,-79.49001046850891,8
43.64643026333144,-79.3618163165329,20
43.66273618779861,-79.36253100740966,1
43.644395,-79.40065430000001,22
43.76073963892478,-79.5000273116394,6
43.74751496038769,-79.5132569853195,8
43.77086729028769,-79.49812990660705,5
43.7063279,-79.3962499,0
43.6518918789007,-79.40577861712723,2
43.659221843735615,-79.44277410244676,2
43.75531728502427,-79.51704708227844,0
43.73262849415089,-79.5381993243286,0
43.7503016975738,-79.51577557434386,0
43.74931920634839,-79.5419939152054,0
43.74845421407306,-79.5504039969242,0
43.76376964130183,-79.48809242593383,0
43.661803,-79.389682,1
43.72749778259739,-79.32714222209015,0
43.72211166436462,-79.30864830919265,0
